sample_id,class_id,action_name,user_id,trial_id,fold_split,frame_id,timestamp,frame_key,skeleton_json_path,duplicate_json_files_for_frame,people_count,candidate_index,selection_margin,clean_status,selection_reason,use_for_frame_training,retained_segment_index
train__c00__user8__1-1-1,0,Wash_face,user8,1-1-1,train,94,2025-05-31_18-06-29.316,2025-05-31_18-06-29.316_00000094,Skeleton/0_Wash_face/user8/1-1-1/predictions/Color_2025-05-31_18-06-29.316_00000094.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__1-1-1,0,Wash_face,user8,1-1-1,train,97,2025-05-31_18-06-29.616,2025-05-31_18-06-29.616_00000097,Skeleton/0_Wash_face/user8/1-1-1/predictions/Color_2025-05-31_18-06-29.616_00000097.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__1-1-1,0,Wash_face,user8,1-1-1,train,105,2025-05-31_18-06-30.416,2025-05-31_18-06-30.416_00000105,Skeleton/0_Wash_face/user8/1-1-1/predictions/Color_2025-05-31_18-06-30.416_00000105.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__1-1-2,0,Wash_face,user8,1-1-2,train,73,2025-05-31_18-07-37.216,2025-05-31_18-07-37.216_00000073,Skeleton/0_Wash_face/user8/1-1-2/predictions/Color_2025-05-31_18-07-37.216_00000073.json,1,3,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__1-1-2,0,Wash_face,user8,1-1-2,train,74,2025-05-31_18-07-37.316,2025-05-31_18-07-37.316_00000074,Skeleton/0_Wash_face/user8/1-1-2/predictions/Color_2025-05-31_18-07-37.316_00000074.json,1,3,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__1-1-2,0,Wash_face,user8,1-1-2,train,77,2025-05-31_18-07-37.616,2025-05-31_18-07-37.616_00000077,Skeleton/0_Wash_face/user8/1-1-2/predictions/Color_2025-05-31_18-07-37.616_00000077.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__1-1-2,0,Wash_face,user8,1-1-2,train,78,2025-05-31_18-07-37.716,2025-05-31_18-07-37.716_00000078,Skeleton/0_Wash_face/user8/1-1-2/predictions/Color_2025-05-31_18-07-37.716_00000078.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__1-1-2,0,Wash_face,user8,1-1-2,train,79,2025-05-31_18-07-37.816,2025-05-31_18-07-37.816_00000079,Skeleton/0_Wash_face/user8/1-1-2/predictions/Color_2025-05-31_18-07-37.816_00000079.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__1-1-2,0,Wash_face,user8,1-1-2,train,80,2025-05-31_18-07-37.916,2025-05-31_18-07-37.916_00000080,Skeleton/0_Wash_face/user8/1-1-2/predictions/Color_2025-05-31_18-07-37.916_00000080.json,1,3,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__1-1-2,0,Wash_face,user8,1-1-2,train,81,2025-05-31_18-07-38.016,2025-05-31_18-07-38.016_00000081,Skeleton/0_Wash_face/user8/1-1-2/predictions/Color_2025-05-31_18-07-38.016_00000081.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__1-1-2,0,Wash_face,user8,1-1-2,train,82,2025-05-31_18-07-38.116,2025-05-31_18-07-38.116_00000082,Skeleton/0_Wash_face/user8/1-1-2/predictions/Color_2025-05-31_18-07-38.116_00000082.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__1-1-2,0,Wash_face,user8,1-1-2,train,83,2025-05-31_18-07-38.216,2025-05-31_18-07-38.216_00000083,Skeleton/0_Wash_face/user8/1-1-2/predictions/Color_2025-05-31_18-07-38.216_00000083.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__1-1-2,0,Wash_face,user8,1-1-2,train,85,2025-05-31_18-07-38.416,2025-05-31_18-07-38.416_00000085,Skeleton/0_Wash_face/user8/1-1-2/predictions/Color_2025-05-31_18-07-38.416_00000085.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__1-1-2,0,Wash_face,user8,1-1-2,train,86,2025-05-31_18-07-38.516,2025-05-31_18-07-38.516_00000086,Skeleton/0_Wash_face/user8/1-1-2/predictions/Color_2025-05-31_18-07-38.516_00000086.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__1-1-2,0,Wash_face,user8,1-1-2,train,91,2025-05-31_18-07-39.016,2025-05-31_18-07-39.016_00000091,Skeleton/0_Wash_face/user8/1-1-2/predictions/Color_2025-05-31_18-07-39.016_00000091.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__1-1-2,0,Wash_face,user8,1-1-2,train,92,2025-05-31_18-07-39.116,2025-05-31_18-07-39.116_00000092,Skeleton/0_Wash_face/user8/1-1-2/predictions/Color_2025-05-31_18-07-39.116_00000092.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__1-1-3,0,Wash_face,user8,1-1-3,train,69,2025-05-31_18-09-12.816,2025-05-31_18-09-12.816_00000069,Skeleton/0_Wash_face/user8/1-1-3/predictions/Color_2025-05-31_18-09-12.816_00000069.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__1-1-3,0,Wash_face,user8,1-1-3,train,71,2025-05-31_18-09-13.016,2025-05-31_18-09-13.016_00000071,Skeleton/0_Wash_face/user8/1-1-3/predictions/Color_2025-05-31_18-09-13.016_00000071.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__1-1-3,0,Wash_face,user8,1-1-3,train,72,2025-05-31_18-09-13.116,2025-05-31_18-09-13.116_00000072,Skeleton/0_Wash_face/user8/1-1-3/predictions/Color_2025-05-31_18-09-13.116_00000072.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__1-1-3,0,Wash_face,user8,1-1-3,train,81,2025-05-31_18-09-14.016,2025-05-31_18-09-14.016_00000081,Skeleton/0_Wash_face/user8/1-1-3/predictions/Color_2025-05-31_18-09-14.016_00000081.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__1-1-3,0,Wash_face,user8,1-1-3,train,82,2025-05-31_18-09-14.116,2025-05-31_18-09-14.116_00000082,Skeleton/0_Wash_face/user8/1-1-3/predictions/Color_2025-05-31_18-09-14.116_00000082.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__1-1-3,0,Wash_face,user8,1-1-3,train,83,2025-05-31_18-09-14.216,2025-05-31_18-09-14.216_00000083,Skeleton/0_Wash_face/user8/1-1-3/predictions/Color_2025-05-31_18-09-14.216_00000083.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__1-1-3,0,Wash_face,user8,1-1-3,train,84,2025-05-31_18-09-14.316,2025-05-31_18-09-14.316_00000084,Skeleton/0_Wash_face/user8/1-1-3/predictions/Color_2025-05-31_18-09-14.316_00000084.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-1,0,Wash_face,user8,7-1-1,train,135,2025-05-31_18-19-06.416,2025-05-31_18-19-06.416_00000135,Skeleton/0_Wash_face/user8/7-1-1/predictions/Color_2025-05-31_18-19-06.416_00000135.json,1,3,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-1,0,Wash_face,user8,7-1-1,train,136,2025-05-31_18-19-06.516,2025-05-31_18-19-06.516_00000136,Skeleton/0_Wash_face/user8/7-1-1/predictions/Color_2025-05-31_18-19-06.516_00000136.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-1,0,Wash_face,user8,7-1-1,train,137,2025-05-31_18-19-06.616,2025-05-31_18-19-06.616_00000137,Skeleton/0_Wash_face/user8/7-1-1/predictions/Color_2025-05-31_18-19-06.616_00000137.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-1,0,Wash_face,user8,7-1-1,train,138,2025-05-31_18-19-06.716,2025-05-31_18-19-06.716_00000138,Skeleton/0_Wash_face/user8/7-1-1/predictions/Color_2025-05-31_18-19-06.716_00000138.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-1,0,Wash_face,user8,7-1-1,train,139,2025-05-31_18-19-06.816,2025-05-31_18-19-06.816_00000139,Skeleton/0_Wash_face/user8/7-1-1/predictions/Color_2025-05-31_18-19-06.816_00000139.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-1,0,Wash_face,user8,7-1-1,train,140,2025-05-31_18-19-06.916,2025-05-31_18-19-06.916_00000140,Skeleton/0_Wash_face/user8/7-1-1/predictions/Color_2025-05-31_18-19-06.916_00000140.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-1,0,Wash_face,user8,7-1-1,train,141,2025-05-31_18-19-07.016,2025-05-31_18-19-07.016_00000141,Skeleton/0_Wash_face/user8/7-1-1/predictions/Color_2025-05-31_18-19-07.016_00000141.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-1,0,Wash_face,user8,7-1-1,train,145,2025-05-31_18-19-07.416,2025-05-31_18-19-07.416_00000145,Skeleton/0_Wash_face/user8/7-1-1/predictions/Color_2025-05-31_18-19-07.416_00000145.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-1,0,Wash_face,user8,7-1-1,train,147,2025-05-31_18-19-07.616,2025-05-31_18-19-07.616_00000147,Skeleton/0_Wash_face/user8/7-1-1/predictions/Color_2025-05-31_18-19-07.616_00000147.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-1,0,Wash_face,user8,7-1-1,train,148,2025-05-31_18-19-07.716,2025-05-31_18-19-07.716_00000148,Skeleton/0_Wash_face/user8/7-1-1/predictions/Color_2025-05-31_18-19-07.716_00000148.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-1,0,Wash_face,user8,7-1-1,train,155,2025-05-31_18-19-08.416,2025-05-31_18-19-08.416_00000155,Skeleton/0_Wash_face/user8/7-1-1/predictions/Color_2025-05-31_18-19-08.416_00000155.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-1,0,Wash_face,user8,7-1-1,train,156,2025-05-31_18-19-08.516,2025-05-31_18-19-08.516_00000156,Skeleton/0_Wash_face/user8/7-1-1/predictions/Color_2025-05-31_18-19-08.516_00000156.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-1,0,Wash_face,user8,7-1-1,train,157,2025-05-31_18-19-08.616,2025-05-31_18-19-08.616_00000157,Skeleton/0_Wash_face/user8/7-1-1/predictions/Color_2025-05-31_18-19-08.616_00000157.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-1,0,Wash_face,user8,7-1-1,train,158,2025-05-31_18-19-08.716,2025-05-31_18-19-08.716_00000158,Skeleton/0_Wash_face/user8/7-1-1/predictions/Color_2025-05-31_18-19-08.716_00000158.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-1,0,Wash_face,user8,7-1-1,train,159,2025-05-31_18-19-08.816,2025-05-31_18-19-08.816_00000159,Skeleton/0_Wash_face/user8/7-1-1/predictions/Color_2025-05-31_18-19-08.816_00000159.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-2,0,Wash_face,user8,7-1-2,train,170,2025-05-31_18-17-09.916,2025-05-31_18-17-09.916_00000170,Skeleton/0_Wash_face/user8/7-1-2/predictions/Color_2025-05-31_18-17-09.916_00000170.json,1,3,,0.1375082218130034,ambiguous,multi_person_visual_margin_lt_20pct,False,
train__c00__user8__7-1-2,0,Wash_face,user8,7-1-2,train,172,2025-05-31_18-17-10.116,2025-05-31_18-17-10.116_00000172,Skeleton/0_Wash_face/user8/7-1-2/predictions/Color_2025-05-31_18-17-10.116_00000172.json,1,4,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-2,0,Wash_face,user8,7-1-2,train,175,2025-05-31_18-17-10.416,2025-05-31_18-17-10.416_00000175,Skeleton/0_Wash_face/user8/7-1-2/predictions/Color_2025-05-31_18-17-10.416_00000175.json,1,3,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-2,0,Wash_face,user8,7-1-2,train,181,2025-05-31_18-17-11.016,2025-05-31_18-17-11.016_00000181,Skeleton/0_Wash_face/user8/7-1-2/predictions/Color_2025-05-31_18-17-11.016_00000181.json,1,3,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-2,0,Wash_face,user8,7-1-2,train,182,2025-05-31_18-17-11.116,2025-05-31_18-17-11.116_00000182,Skeleton/0_Wash_face/user8/7-1-2/predictions/Color_2025-05-31_18-17-11.116_00000182.json,1,3,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-2,0,Wash_face,user8,7-1-2,train,183,2025-05-31_18-17-11.216,2025-05-31_18-17-11.216_00000183,Skeleton/0_Wash_face/user8/7-1-2/predictions/Color_2025-05-31_18-17-11.216_00000183.json,1,3,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-2,0,Wash_face,user8,7-1-2,train,184,2025-05-31_18-17-11.316,2025-05-31_18-17-11.316_00000184,Skeleton/0_Wash_face/user8/7-1-2/predictions/Color_2025-05-31_18-17-11.316_00000184.json,1,3,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-2,0,Wash_face,user8,7-1-2,train,185,2025-05-31_18-17-11.416,2025-05-31_18-17-11.416_00000185,Skeleton/0_Wash_face/user8/7-1-2/predictions/Color_2025-05-31_18-17-11.416_00000185.json,1,4,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-2,0,Wash_face,user8,7-1-2,train,186,2025-05-31_18-17-11.516,2025-05-31_18-17-11.516_00000186,Skeleton/0_Wash_face/user8/7-1-2/predictions/Color_2025-05-31_18-17-11.516_00000186.json,1,4,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-2,0,Wash_face,user8,7-1-2,train,187,2025-05-31_18-17-11.616,2025-05-31_18-17-11.616_00000187,Skeleton/0_Wash_face/user8/7-1-2/predictions/Color_2025-05-31_18-17-11.616_00000187.json,1,4,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-2,0,Wash_face,user8,7-1-2,train,188,2025-05-31_18-17-11.716,2025-05-31_18-17-11.716_00000188,Skeleton/0_Wash_face/user8/7-1-2/predictions/Color_2025-05-31_18-17-11.716_00000188.json,1,4,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-2,0,Wash_face,user8,7-1-2,train,189,2025-05-31_18-17-11.816,2025-05-31_18-17-11.816_00000189,Skeleton/0_Wash_face/user8/7-1-2/predictions/Color_2025-05-31_18-17-11.816_00000189.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-2,0,Wash_face,user8,7-1-2,train,190,2025-05-31_18-17-11.916,2025-05-31_18-17-11.916_00000190,Skeleton/0_Wash_face/user8/7-1-2/predictions/Color_2025-05-31_18-17-11.916_00000190.json,1,3,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-2,0,Wash_face,user8,7-1-2,train,191,2025-05-31_18-17-12.016,2025-05-31_18-17-12.016_00000191,Skeleton/0_Wash_face/user8/7-1-2/predictions/Color_2025-05-31_18-17-12.016_00000191.json,1,3,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-2,0,Wash_face,user8,7-1-2,train,193,2025-05-31_18-17-12.216,2025-05-31_18-17-12.216_00000193,Skeleton/0_Wash_face/user8/7-1-2/predictions/Color_2025-05-31_18-17-12.216_00000193.json,1,3,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-2,0,Wash_face,user8,7-1-2,train,194,2025-05-31_18-17-12.316,2025-05-31_18-17-12.316_00000194,Skeleton/0_Wash_face/user8/7-1-2/predictions/Color_2025-05-31_18-17-12.316_00000194.json,1,3,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-2,0,Wash_face,user8,7-1-2,train,195,2025-05-31_18-17-12.416,2025-05-31_18-17-12.416_00000195,Skeleton/0_Wash_face/user8/7-1-2/predictions/Color_2025-05-31_18-17-12.416_00000195.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-2,0,Wash_face,user8,7-1-2,train,196,2025-05-31_18-17-12.516,2025-05-31_18-17-12.516_00000196,Skeleton/0_Wash_face/user8/7-1-2/predictions/Color_2025-05-31_18-17-12.516_00000196.json,1,3,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-3,0,Wash_face,user8,7-1-3,train,95,2025-05-31_18-20-56.416,2025-05-31_18-20-56.416_00000095,Skeleton/0_Wash_face/user8/7-1-3/predictions/Color_2025-05-31_18-20-56.416_00000095.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-3,0,Wash_face,user8,7-1-3,train,96,2025-05-31_18-20-56.516,2025-05-31_18-20-56.516_00000096,Skeleton/0_Wash_face/user8/7-1-3/predictions/Color_2025-05-31_18-20-56.516_00000096.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-3,0,Wash_face,user8,7-1-3,train,97,2025-05-31_18-20-56.616,2025-05-31_18-20-56.616_00000097,Skeleton/0_Wash_face/user8/7-1-3/predictions/Color_2025-05-31_18-20-56.616_00000097.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-3,0,Wash_face,user8,7-1-3,train,98,2025-05-31_18-20-56.716,2025-05-31_18-20-56.716_00000098,Skeleton/0_Wash_face/user8/7-1-3/predictions/Color_2025-05-31_18-20-56.716_00000098.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-3,0,Wash_face,user8,7-1-3,train,99,2025-05-31_18-20-56.816,2025-05-31_18-20-56.816_00000099,Skeleton/0_Wash_face/user8/7-1-3/predictions/Color_2025-05-31_18-20-56.816_00000099.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-3,0,Wash_face,user8,7-1-3,train,100,2025-05-31_18-20-56.916,2025-05-31_18-20-56.916_00000100,Skeleton/0_Wash_face/user8/7-1-3/predictions/Color_2025-05-31_18-20-56.916_00000100.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-3,0,Wash_face,user8,7-1-3,train,101,2025-05-31_18-20-57.016,2025-05-31_18-20-57.016_00000101,Skeleton/0_Wash_face/user8/7-1-3/predictions/Color_2025-05-31_18-20-57.016_00000101.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-3,0,Wash_face,user8,7-1-3,train,102,2025-05-31_18-20-57.116,2025-05-31_18-20-57.116_00000102,Skeleton/0_Wash_face/user8/7-1-3/predictions/Color_2025-05-31_18-20-57.116_00000102.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-3,0,Wash_face,user8,7-1-3,train,106,2025-05-31_18-20-57.516,2025-05-31_18-20-57.516_00000106,Skeleton/0_Wash_face/user8/7-1-3/predictions/Color_2025-05-31_18-20-57.516_00000106.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-3,0,Wash_face,user8,7-1-3,train,107,2025-05-31_18-20-57.616,2025-05-31_18-20-57.616_00000107,Skeleton/0_Wash_face/user8/7-1-3/predictions/Color_2025-05-31_18-20-57.616_00000107.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-3,0,Wash_face,user8,7-1-3,train,108,2025-05-31_18-20-57.716,2025-05-31_18-20-57.716_00000108,Skeleton/0_Wash_face/user8/7-1-3/predictions/Color_2025-05-31_18-20-57.716_00000108.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-3,0,Wash_face,user8,7-1-3,train,109,2025-05-31_18-20-57.816,2025-05-31_18-20-57.816_00000109,Skeleton/0_Wash_face/user8/7-1-3/predictions/Color_2025-05-31_18-20-57.816_00000109.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c00__user8__7-1-3,0,Wash_face,user8,7-1-3,train,110,2025-05-31_18-20-57.916,2025-05-31_18-20-57.916_00000110,Skeleton/0_Wash_face/user8/7-1-3/predictions/Color_2025-05-31_18-20-57.916_00000110.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c01__user6__1-1-1,1,Brush_teeth,user6,1-1-1,train,70,2025-05-31_17-42-37.916,2025-05-31_17-42-37.916_00000070,Skeleton/1_Brush_teeth/user6/1-1-1/predictions/Color_2025-05-31_17-42-37.916_00000070.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c01__user6__1-1-2,1,Brush_teeth,user6,1-1-2,train,83,2025-05-31_17-45-45.216,2025-05-31_17-45-45.216_00000083,Skeleton/1_Brush_teeth/user6/1-1-2/predictions/Color_2025-05-31_17-45-45.216_00000083.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c01__user6__1-1-3,1,Brush_teeth,user6,1-1-3,train,45,2025-05-31_17-47-34.416,2025-05-31_17-47-34.416_00000045,Skeleton/1_Brush_teeth/user6/1-1-3/predictions/Color_2025-05-31_17-47-34.416_00000045.json,1,3,,0.0584218425587487,ambiguous,multi_person_visual_margin_lt_20pct,False,
train__c01__user6__1-1-3,1,Brush_teeth,user6,1-1-3,train,46,2025-05-31_17-47-34.516,2025-05-31_17-47-34.516_00000046,Skeleton/1_Brush_teeth/user6/1-1-3/predictions/Color_2025-05-31_17-47-34.516_00000046.json,1,3,,0.16591880501774,ambiguous,multi_person_visual_margin_lt_20pct,False,
train__c01__user6__1-1-3,1,Brush_teeth,user6,1-1-3,train,47,2025-05-31_17-47-34.616,2025-05-31_17-47-34.616_00000047,Skeleton/1_Brush_teeth/user6/1-1-3/predictions/Color_2025-05-31_17-47-34.616_00000047.json,1,3,,0.012894018965503,ambiguous,multi_person_visual_margin_lt_20pct,False,
train__c01__user6__1-1-3,1,Brush_teeth,user6,1-1-3,train,48,2025-05-31_17-47-34.716,2025-05-31_17-47-34.716_00000048,Skeleton/1_Brush_teeth/user6/1-1-3/predictions/Color_2025-05-31_17-47-34.716_00000048.json,1,3,,0.1136071515126864,ambiguous,multi_person_visual_margin_lt_20pct,False,
train__c01__user6__1-1-3,1,Brush_teeth,user6,1-1-3,train,51,2025-05-31_17-47-35.016,2025-05-31_17-47-35.016_00000051,Skeleton/1_Brush_teeth/user6/1-1-3/predictions/Color_2025-05-31_17-47-35.016_00000051.json,1,3,,0.1602029645993807,ambiguous,multi_person_visual_margin_lt_20pct,False,
train__c01__user6__1-1-3,1,Brush_teeth,user6,1-1-3,train,54,2025-05-31_17-47-35.316,2025-05-31_17-47-35.316_00000054,Skeleton/1_Brush_teeth/user6/1-1-3/predictions/Color_2025-05-31_17-47-35.316_00000054.json,1,3,,0.1956008838894412,ambiguous,multi_person_visual_margin_lt_20pct,False,
train__c01__user8__1-1-1,1,Brush_teeth,user8,1-1-1,train,47,2025-05-31_18-06-24.616,2025-05-31_18-06-24.616_00000047,Skeleton/1_Brush_teeth/user8/1-1-1/predictions/Color_2025-05-31_18-06-24.616_00000047.json,1,2,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c01__user8__1-1-1,1,Brush_teeth,user8,1-1-1,train,57,2025-05-31_18-06-25.616,2025-05-31_18-06-25.616_00000057,Skeleton/1_Brush_teeth/user8/1-1-1/predictions/Color_2025-05-31_18-06-25.616_00000057.json,1,3,,,ambiguous,multi_person_visual_decision_unavailable,False,
train__c01__user8__1-1-1,1,Brush_teeth,user8,1-1-1,train,61,2025-05-31_18-06-26.016,2025-05-31_18-06-26.016_00000061,Skeleton/1_Brush_teeth/user8/1-1-1/predictions/Color_2025-05-31_18-06-26.016_00000061.json,1,3,,,ambiguous,multi_person_visual_decision_unavailable,False,
