sample_id,class_id,action_name,user_id,trial_id,fold_split,manifest_has_skeleton_path,trial_directory_exists,json_frames,valid_frames,invalid_frames,unique_frame_ids,duplicate_frame_ids,duplicate_frame_ids_exact,missing_frame_id_slots,empty_frames,malformed_frames,multi_person_frames,frames_with_nonfinite_points,unique_multi_person_frames,multi_person_runs,longest_multi_person_run,isolated_multi_person_frames,multi_person_unique_rate,frames_with_nonpositive_scores,frames_with_whole_zero_joint,parsed_filenames,frame_ids_strictly_increasing,timestamps_strictly_increasing,mean_raw_joint_motion,p95_raw_joint_motion
train__c00__user8__1-1-2,0,Wash_face,user8,1-1-2,train,True,True,24,24,0,24,0,0,0,0,0,24,0,24,1,24,0,1.0,0,0,24,True,True,0.1466092015027128,0.4576149497888188
train__c00__user8__1-1-3,0,Wash_face,user8,1-1-3,train,True,True,18,18,0,18,0,0,0,0,0,18,0,18,1,18,0,1.0,0,0,18,True,True,0.11166430526324042,0.29029282241991633
train__c00__user8__7-1-1,0,Wash_face,user8,7-1-1,train,True,True,25,25,0,25,0,0,0,0,0,25,0,25,1,25,0,1.0,0,0,25,True,True,0.10325210689436118,0.20902121719235303
train__c00__user8__7-1-2,0,Wash_face,user8,7-1-2,train,True,True,28,28,0,28,0,0,0,0,0,28,0,28,1,28,0,1.0,0,0,28,True,True,0.10585342409262266,0.48279538295897784
train__c00__user8__7-1-3,0,Wash_face,user8,7-1-3,train,True,True,18,18,0,18,0,0,0,0,0,15,0,15,2,9,0,0.8333333333333334,0,0,18,True,True,0.1460228137202268,0.5962307333563178
train__c00__user16__1-1-1,0,Wash_face,user16,1-1-1,train,True,True,47,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,47,True,True,0.023373806969612096,0.0685154856643732
train__c00__user16__1-1-2,0,Wash_face,user16,1-1-2,train,True,True,55,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,55,True,True,0.020525324011011307,0.06018476983430344
train__c00__user16__1-1-3,0,Wash_face,user16,1-1-3,train,True,True,22,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,22,True,True,0.0361852059310089,0.11009273367233607
train__c00__user18__7-1-1,0,Wash_face,user18,7-1-1,train,True,True,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,20,True,True,0.06788874334083506,0.15408536391174474
train__c00__user18__7-1-2,0,Wash_face,user18,7-1-2,train,True,True,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,13,True,True,0.09526960220898291,0.5048704693870881
train__c00__user18__7-1-3,0,Wash_face,user18,7-1-3,train,True,True,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,3,True,True,0.11268474087119827,0.37648545981997855
train__c00__user20__4-2-1,0,Wash_face,user20,4-2-1,train,True,True,42,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,42,True,True,0.06135437459787313,0.17175066113684714
train__c00__user20__4-2-2,0,Wash_face,user20,4-2-2,train,True,True,23,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,23,True,True,0.0742411574353691,0.21160880761033024
train__c00__user20__4-2-3,0,Wash_face,user20,4-2-3,train,True,True,34,34,0,34,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,34,True,True,0.053402159337413484,0.21097635138628545
train__c00__user21__1-1-1,0,Wash_face,user21,1-1-1,train,True,True,14,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,14,True,True,0.014104925283209861,0.038345309085039095
train__c00__user21__1-1-2,0,Wash_face,user21,1-1-2,train,True,True,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,10,True,True,0.02169234578695856,0.05337346168716612
train__c00__user21__1-1-3,0,Wash_face,user21,1-1-3,train,True,True,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,5,True,True,0.035919983075920085,0.14181840332960977
train__c00__user21__4-2-1,0,Wash_face,user21,4-2-1,train,True,True,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,7,True,True,0.03141805783552401,0.09089752414487386
train__c00__user21__4-2-2,0,Wash_face,user21,4-2-2,train,True,True,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,6,True,True,0.04116397974954107,0.12712666810326984
train__c00__user21__4-2-3,0,Wash_face,user21,4-2-3,train,True,True,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,9,True,True,0.03935864650271156,0.16808404977715236
train__c00__user22__1-1-2,0,Wash_face,user22,1-1-2,train,True,True,25,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,25,True,True,0.03299049416430751,0.0903006228980599
train__c00__user22__1-1-3,0,Wash_face,user22,1-1-3,train,True,True,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,8,True,True,0.058007484172216156,0.17275901100708815
train__c00__user22__2-2-1,0,Wash_face,user22,2-2-1,train,True,True,17,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,17,True,True,0.035255169891344015,0.0953244462944205
train__c00__user22__2-2-2,0,Wash_face,user22,2-2-2,train,True,True,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,13,True,True,0.0462373962042855,0.15187937884155547
train__c00__user22__2-2-3,0,Wash_face,user22,2-2-3,train,True,True,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,4,True,True,0.10174061445832404,0.23031612236803933
train__c00__user23__1-1-1,0,Wash_face,user23,1-1-1,validation,True,True,43,43,0,43,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,43,True,True,0.11329211401217443,0.34651115886557227
train__c00__user23__1-1-2,0,Wash_face,user23,1-1-2,validation,True,True,19,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,19,True,True,0.18114138471983107,0.3917881521172266
train__c00__user23__1-1-3,0,Wash_face,user23,1-1-3,validation,True,True,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,18,True,True,0.051026062427641135,0.16601196059787557
train__c00__user24__6-2-1,0,Wash_face,user24,6-2-1,validation,True,True,35,35,0,35,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,35,True,True,0.027988124786778264,0.07732988530031551
train__c00__user24__6-2-2,0,Wash_face,user24,6-2-2,validation,True,True,26,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,26,True,True,0.06562123188493514,0.16397567505234265
train__c00__user24__6-2-3,0,Wash_face,user24,6-2-3,validation,True,True,17,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,17,True,True,0.05431860354005137,0.14357542888859595
train__c00__user24__7-1-1,0,Wash_face,user24,7-1-1,validation,True,True,31,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,31,True,True,0.03574504417215625,0.0895371090559141
train__c00__user24__7-1-2,0,Wash_face,user24,7-1-2,validation,True,True,15,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,15,True,True,0.06768459058272458,0.18377490252707632
train__c00__user24__7-1-3,0,Wash_face,user24,7-1-3,validation,True,True,21,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,21,True,True,0.04423656742579968,0.12591856402740756
train__c01__user6__1-1-1,1,Brush_teeth,user6,1-1-1,train,True,True,72,72,0,72,0,0,0,0,0,72,0,72,1,72,0,1.0,0,0,72,True,True,0.046023940401013756,0.12748818966979453
train__c01__user6__1-1-2,1,Brush_teeth,user6,1-1-2,train,True,True,76,76,0,76,0,0,0,0,0,76,0,76,1,76,0,1.0,0,0,76,True,True,0.0357012095240864,0.11744564286507715
train__c01__user6__1-1-3,1,Brush_teeth,user6,1-1-3,train,True,True,28,28,0,28,0,0,0,0,0,28,0,28,1,28,0,1.0,0,0,28,True,True,0.06825969456050403,0.2091355288289033
train__c01__user7__1-1-1,1,Brush_teeth,user7,1-1-1,train,True,True,36,36,0,36,0,0,0,0,0,36,0,36,1,36,0,1.0,0,0,36,True,True,0.08381097327465939,0.23711047917380354
train__c01__user7__1-1-2,1,Brush_teeth,user7,1-1-2,train,True,True,18,18,0,18,0,0,0,0,0,18,0,18,1,18,0,1.0,0,0,18,True,True,0.06047148657433311,0.19251761109293192
train__c01__user7__1-1-3,1,Brush_teeth,user7,1-1-3,train,True,True,21,21,0,21,0,0,0,0,0,21,0,21,1,21,0,1.0,0,0,21,True,True,0.07377751427149334,0.2087096169553809
train__c01__user8__1-1-1,1,Brush_teeth,user8,1-1-1,train,True,True,26,26,0,26,0,0,0,0,0,26,0,26,1,26,0,1.0,0,0,26,True,True,0.06048802020861099,0.1815018366900274
train__c01__user8__1-1-2,1,Brush_teeth,user8,1-1-2,train,True,True,46,46,0,46,0,0,0,0,0,46,0,46,1,46,0,1.0,0,0,46,True,True,0.033134834109983635,0.11987625561071226
train__c01__user8__1-1-3,1,Brush_teeth,user8,1-1-3,train,True,True,40,40,0,40,0,0,0,0,0,40,0,40,1,40,0,1.0,0,0,40,True,True,0.026391440153394726,0.07620939076537339
train__c01__user8__7-1-1,1,Brush_teeth,user8,7-1-1,train,True,True,13,13,0,13,0,0,0,0,0,13,0,13,1,13,0,1.0,0,0,13,True,True,0.03992387421723826,0.10155505401200915
train__c01__user8__7-1-2,1,Brush_teeth,user8,7-1-2,train,True,True,16,16,0,16,0,0,0,0,0,16,0,16,1,16,0,1.0,0,0,16,True,True,0.030763979514933523,0.07601184159311355
train__c01__user8__7-1-3,1,Brush_teeth,user8,7-1-3,train,True,True,12,12,0,12,0,0,0,0,0,12,0,12,1,12,0,1.0,0,0,12,True,True,0.05011341125927298,0.12245513611920597
train__c01__user9__1-1-1,1,Brush_teeth,user9,1-1-1,train,True,True,25,25,0,25,0,0,0,0,0,25,0,25,1,25,0,1.0,0,0,25,True,True,0.027388098302980623,0.08258690465055622
train__c01__user16__1-1-1,1,Brush_teeth,user16,1-1-1,train,True,True,32,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,32,True,True,0.006446032466264582,0.015817318340952152
train__c01__user16__1-1-2,1,Brush_teeth,user16,1-1-2,train,True,True,58,58,0,58,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,58,True,True,0.011072228733828024,0.033843243752706136
train__c01__user16__1-1-3,1,Brush_teeth,user16,1-1-3,train,True,True,19,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,19,True,True,0.014069405114789138,0.03972884511737795
train__c01__user17__1-1-1,1,Brush_teeth,user17,1-1-1,validation,True,True,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,20,True,True,0.008036848742101149,0.017231503888846283
train__c01__user17__1-1-2,1,Brush_teeth,user17,1-1-2,validation,True,True,25,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,25,True,True,0.010738175731476585,0.030288288784556402
train__c01__user17__1-1-3,1,Brush_teeth,user17,1-1-3,validation,True,True,24,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,24,True,True,0.009733065896643502,0.025273078236016995
train__c01__user18__1-1-1,1,Brush_teeth,user18,1-1-1,train,True,True,41,41,0,41,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,41,True,True,0.01135034064545965,0.02989049034778036
train__c01__user18__1-1-2,1,Brush_teeth,user18,1-1-2,train,True,True,35,35,0,35,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,35,True,True,0.015077517339128068,0.042840314532171304
train__c01__user18__1-1-3,1,Brush_teeth,user18,1-1-3,train,True,True,31,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,31,True,True,0.01502631950113769,0.04043100565826583
train__c01__user18__7-1-1,1,Brush_teeth,user18,7-1-1,train,True,True,23,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,23,True,True,0.01976589851560791,0.04407508665933191
train__c01__user18__7-1-2,1,Brush_teeth,user18,7-1-2,train,True,True,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,13,True,True,0.01693624177037689,0.06065838492641784
train__c01__user18__7-1-3,1,Brush_teeth,user18,7-1-3,train,True,True,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,5,True,True,0.09206817813215704,0.35300335438104136
train__c01__user19__1-1-1,1,Brush_teeth,user19,1-1-1,train,True,True,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,18,True,True,0.007013080941499921,0.015223304472301021
train__c01__user19__1-1-2,1,Brush_teeth,user19,1-1-2,train,True,True,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,7,True,True,0.01193485876945403,0.036186794127567215
train__c01__user19__1-1-3,1,Brush_teeth,user19,1-1-3,train,True,True,14,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,14,True,True,0.011856933078663293,0.026536586234868615
train__c01__user20__4-2-1,1,Brush_teeth,user20,4-2-1,train,True,True,22,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,22,True,True,0.019950979731527988,0.051159371602622045
train__c01__user20__4-2-2,1,Brush_teeth,user20,4-2-2,train,True,True,12,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,12,True,True,0.02310524684914046,0.07174626328415128
train__c01__user20__4-2-3,1,Brush_teeth,user20,4-2-3,train,True,True,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,20,True,True,0.016090308743986394,0.05019452334549674
train__c01__user21__4-2-1,1,Brush_teeth,user21,4-2-1,train,True,True,15,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,15,True,True,0.026639758291418212,0.06274784495051096
train__c01__user21__4-2-2,1,Brush_teeth,user21,4-2-2,train,True,True,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,11,True,True,0.047625989143109955,0.10520806932443104
train__c01__user21__4-2-3,1,Brush_teeth,user21,4-2-3,train,True,True,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,10,True,True,0.025605377095923615,0.06965687702065698
train__c01__user22__1-1-2,1,Brush_teeth,user22,1-1-2,train,True,True,16,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,16,True,True,0.019187844152899782,0.06184956029650491
train__c01__user22__1-1-3,1,Brush_teeth,user22,1-1-3,train,True,True,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,8,True,True,0.03562209294073265,0.1003073439525648
train__c01__user22__2-2-1,1,Brush_teeth,user22,2-2-1,train,True,True,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,18,True,True,0.04007144614580378,0.11063516817842713
train__c01__user22__2-2-2,1,Brush_teeth,user22,2-2-2,train,True,True,10,10,0,10,0,0,0,0,0,1,0,1,1,1,1,0.1,0,0,10,True,True,0.04887409422647293,0.11025867850057824
train__c01__user22__2-2-3,1,Brush_teeth,user22,2-2-3,train,True,True,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,7,True,True,0.05065965311032638,0.11481805757494458
train__c01__user23__1-1-1,1,Brush_teeth,user23,1-1-1,validation,True,True,39,39,0,39,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,39,True,True,0.014583389689268587,0.05142012745110591
train__c01__user23__1-1-2,1,Brush_teeth,user23,1-1-2,validation,True,True,16,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,16,True,True,0.020919211789506207,0.054946853436657284
train__c01__user23__1-1-3,1,Brush_teeth,user23,1-1-3,validation,True,True,23,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,23,True,True,0.032419695530986066,0.09967127811321262
train__c01__user23__1-2-1,1,Brush_teeth,user23,1-2-1,validation,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,True,True,,
train__c01__user23__1-2-2,1,Brush_teeth,user23,1-2-2,validation,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,True,True,,
train__c01__user23__1-2-3,1,Brush_teeth,user23,1-2-3,validation,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,True,True,,
train__c01__user24__6-2-1,1,Brush_teeth,user24,6-2-1,validation,True,True,26,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,26,True,True,0.016614453431711897,0.05214786332973837
train__c01__user24__6-2-2,1,Brush_teeth,user24,6-2-2,validation,True,True,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,8,True,True,0.015665117825466916,0.041160030598669226
train__c01__user24__6-2-3,1,Brush_teeth,user24,6-2-3,validation,True,True,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,4,True,True,0.017879793443764065,0.03622252078300939
train__c01__user24__7-1-1,1,Brush_teeth,user24,7-1-1,validation,True,True,12,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,12,True,True,0.008621904690354494,0.01996579321651725
train__c01__user24__7-1-2,1,Brush_teeth,user24,7-1-2,validation,True,True,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,3,True,True,0.014114492631559917,0.0393402411017965
train__c01__user24__7-1-3,1,Brush_teeth,user24,7-1-3,validation,True,True,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,7,True,True,0.009905525673801,0.02318168170875753
train__c02__user1__1-1-1,2,Comb_hair,user1,1-1-1,train,True,True,56,56,0,56,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,56,True,True,0.07738924330896181,0.21733575598042906
train__c02__user1__1-1-2,2,Comb_hair,user1,1-1-2,train,True,True,53,53,0,53,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,53,True,True,0.0759247330317091,0.2286447003751291
train__c02__user1__1-1-3,2,Comb_hair,user1,1-1-3,train,True,True,16,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,16,True,True,0.06888310934951031,0.19676504650861415
train__c02__user3__1-2-1,2,Comb_hair,user3,1-2-1,train,True,True,12,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,12,True,True,0.04630875375570394,0.1056878198017603
train__c02__user3__1-2-2,2,Comb_hair,user3,1-2-2,train,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,True,True,,
train__c02__user3__1-2-3,2,Comb_hair,user3,1-2-3,train,True,True,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,5,True,True,0.06625241129406156,0.1794617169527499
train__c02__user5__1-1-1,2,Comb_hair,user5,1-1-1,train,True,True,66,66,0,66,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,66,True,True,0.019730088037361433,0.062333627633058136
train__c02__user5__1-1-2,2,Comb_hair,user5,1-1-2,train,True,True,79,79,0,79,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,79,True,True,0.019375252113838004,0.0632503680123829
train__c02__user5__1-1-3,2,Comb_hair,user5,1-1-3,train,True,True,24,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,24,True,True,0.03078287636632303,0.1111924872098484
train__c02__user5__7-1-1,2,Comb_hair,user5,7-1-1,train,True,True,70,70,0,70,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,70,True,True,0.00981678431050118,0.028430032158294358
train__c02__user5__7-1-2,2,Comb_hair,user5,7-1-2,train,True,True,62,62,0,62,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,62,True,True,0.017953332299717923,0.060335458369259055
train__c02__user5__7-1-3,2,Comb_hair,user5,7-1-3,train,True,True,59,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,59,True,True,0.020604450433896224,0.07780586334452566
train__c02__user6__2-2-1,2,Comb_hair,user6,2-2-1,train,True,True,24,24,0,24,0,0,0,0,0,24,0,24,1,24,0,1.0,0,0,24,True,True,0.03377732088290478,0.14546963084541062
train__c02__user6__2-2-2,2,Comb_hair,user6,2-2-2,train,True,True,37,37,0,37,0,0,0,0,0,37,0,37,1,37,0,1.0,0,0,37,True,True,0.022595981339089365,0.06662716045471845
train__c02__user7__1-1-1,2,Comb_hair,user7,1-1-1,train,True,True,36,36,0,36,0,0,0,0,0,36,0,36,1,36,0,1.0,0,0,36,True,True,0.03304184653929596,0.10526630851751141
train__c02__user7__1-1-2,2,Comb_hair,user7,1-1-2,train,True,True,14,14,0,14,0,0,0,0,0,14,0,14,1,14,0,1.0,0,0,14,True,True,0.08745265093645777,0.25363636006732837
train__c02__user7__1-1-3,2,Comb_hair,user7,1-1-3,train,True,True,33,33,0,33,0,0,0,0,0,33,0,33,1,33,0,1.0,0,0,33,True,True,0.05701983534205256,0.203680037289671
train__c02__user8__7-1-2,2,Comb_hair,user8,7-1-2,train,True,True,8,8,0,8,0,0,0,0,0,8,0,8,1,8,0,1.0,0,0,8,True,True,0.09813753477014237,0.32680848366297854
train__c02__user8__7-1-3,2,Comb_hair,user8,7-1-3,train,True,True,6,6,0,6,0,0,0,0,0,6,0,6,1,6,0,1.0,0,0,6,True,True,0.07866366998079488,0.22386377407450794
train__c02__user8__7-2-2,2,Comb_hair,user8,7-2-2,train,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,True,True,,
train__c02__user8__7-2-3,2,Comb_hair,user8,7-2-3,train,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,True,True,,
train__c02__user9__1-1-1,2,Comb_hair,user9,1-1-1,train,True,True,19,19,0,19,0,0,0,0,0,19,0,19,1,19,0,1.0,0,0,19,True,True,0.09221433051213997,0.4532659076667668
train__c02__user9__1-1-2,2,Comb_hair,user9,1-1-2,train,True,True,13,13,0,13,0,0,0,0,0,13,0,13,1,13,0,1.0,0,0,13,True,True,0.07353533625008303,0.20367788701373996
train__c02__user9__1-1-3,2,Comb_hair,user9,1-1-3,train,True,True,10,10,0,10,0,0,0,0,0,10,0,10,1,10,0,1.0,0,0,10,True,True,0.03799169328418658,0.11290804663261579
train__c02__user16__2-2-1,2,Comb_hair,user16,2-2-1,train,True,True,32,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,32,True,True,0.007239410929154723,0.021199876373176375
train__c02__user16__2-2-2,2,Comb_hair,user16,2-2-2,train,True,True,45,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,45,True,True,0.01918365787408639,0.0664311176857315
train__c02__user16__2-2-3,2,Comb_hair,user16,2-2-3,train,True,True,17,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,17,True,True,0.022484857462693478,0.07005929080666544
train__c02__user17__1-1-1,2,Comb_hair,user17,1-1-1,validation,True,True,70,70,0,70,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,70,True,True,0.020483711130067483,0.057632988378658115
train__c02__user17__1-1-2,2,Comb_hair,user17,1-1-2,validation,True,True,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,11,True,True,0.04028725497784762,0.11282496041485783
train__c02__user17__1-1-3,2,Comb_hair,user17,1-1-3,validation,True,True,21,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,21,True,True,0.01934169314803195,0.059115271123856616
train__c02__user18__7-1-1,2,Comb_hair,user18,7-1-1,train,True,True,24,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,24,True,True,0.035666653374056646,0.10996369089822446
train__c02__user18__7-1-2,2,Comb_hair,user18,7-1-2,train,True,True,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,13,True,True,0.04779830578514809,0.1494146986535153
train__c02__user18__7-1-3,2,Comb_hair,user18,7-1-3,train,True,True,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,6,True,True,0.07596581990759853,0.3402880037117917
train__c02__user19__1-1-1,2,Comb_hair,user19,1-1-1,train,True,True,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,11,True,True,0.02944493166988079,0.09035963505951647
train__c02__user19__1-1-2,2,Comb_hair,user19,1-1-2,train,True,True,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,10,True,True,0.0277273767679275,0.0860488433973031
train__c02__user19__1-1-3,2,Comb_hair,user19,1-1-3,train,True,True,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,13,True,True,0.05083393064200138,0.11579122941828013
train__c02__user20__1-1-1,2,Comb_hair,user20,1-1-1,train,True,True,25,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,25,True,True,0.025442776973383107,0.079446908288396
train__c02__user20__1-1-2,2,Comb_hair,user20,1-1-2,train,True,True,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,20,True,True,0.07180066360715498,0.21382383821173762
train__c02__user20__1-1-3,2,Comb_hair,user20,1-1-3,train,True,True,25,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,25,True,True,0.029175425021944767,0.08341864631258677
