sample_id,true_class_id,true_action,base_prediction,base_prediction_action,base_confidence,final_prediction,final_prediction_action,final_confidence,outcome,selected_view_weights,two_hand_roi_valid,hand_head_roi_valid,valid_keypoint_pattern
train__c03__user23__5-2-3,3,Take_off_clothes,5,Put_on_clothes,0.5734450034024835,5,Put_on_clothes,0.5786070149149071,unchanged_wrong,"{""global_context"": 0.9596756421602689, ""left_interaction"": 0.0011074868245766712, ""right_interaction"": 0.01689573320058676, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.02232122650513282}",True,False,L11_R11|padding
train__c03__user4__5-2-2,3,Take_off_clothes,36,Walk,0.6780862674391775,36,Walk,0.6807441409070042,unchanged_wrong,"{""global_context"": 0.4835106134414673, ""left_interaction"": 0.13296878337860107, ""right_interaction"": 0.3830212354660034, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0004993446636945009}",True,False,L00_R11|L10_R11|L11_R11
train__c03__user4__5-2-3,3,Take_off_clothes,31,Do_stretching_exercises,0.5877940463437051,31,Do_stretching_exercises,0.587718324030196,unchanged_wrong,"{""global_context"": 0.38757089773813885, ""left_interaction"": 0.17955003182093301, ""right_interaction"": 0.3353567123413086, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.09752237796783447}",True,False,L00_R11|L10_R11|L11_R11|padding
train__c04__user17__1-1-1,4,Wipe_hands,4,Wipe_hands,0.7229575363348397,4,Wipe_hands,0.7263857180118297,retained_correct,"{""global_context"": 0.0768210940890842, ""left_interaction"": 0.25546347300211586, ""right_interaction"": 0.4318798065185547, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.23583556281195747}",True,False,L11_R11|padding
train__c04__user17__1-1-2,4,Wipe_hands,4,Wipe_hands,0.741500269004987,4,Wipe_hands,0.7451748673705314,retained_correct,"{""global_context"": 0.02956723315375192, ""left_interaction"": 0.091134888785226, ""right_interaction"": 0.5662025724138532, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.3130952630724226}",True,False,L11_R11|padding
train__c04__user17__1-1-3,4,Wipe_hands,4,Wipe_hands,0.692828170981277,4,Wipe_hands,0.6962268838011576,retained_correct,"{""global_context"": 0.011727719257275263, ""left_interaction"": 0.15191306670506796, ""right_interaction"": 0.3224872946739197, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.5138718684514364}",True,False,L11_R11|padding
train__c04__user17__7-2-1,4,Wipe_hands,11,Peel_fruits,0.8602014319388093,11,Peel_fruits,0.9556781275271247,unchanged_wrong,"{""global_context"": 6.167323906835087e-07, ""left_interaction"": 0.57220400934634, ""right_interaction"": 0.06164422760839048, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.36615118773087213}",True,False,L11_R11|padding
train__c04__user17__7-2-2,4,Wipe_hands,11,Peel_fruits,0.9280432945274715,11,Peel_fruits,0.9812430707982228,unchanged_wrong,"{""global_context"": 2.116959348636409e-06, ""left_interaction"": 0.6467598330590033, ""right_interaction"": 0.2629341617707283, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.09030383633029077}",True,False,L11_R11|padding
train__c04__user17__7-2-3,4,Wipe_hands,14,Wipe_bowls,0.42718086423065377,11,Peel_fruits,0.5037396277883537,changed_wrong,"{""global_context"": 5.701946639946025e-06, ""left_interaction"": 0.4686943355359529, ""right_interaction"": 0.38573232449983297, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.14556766811170077}",True,False,L11_R11|padding
train__c04__user23__1-1-1,4,Wipe_hands,4,Wipe_hands,0.7558492356155385,4,Wipe_hands,0.7593825724586073,retained_correct,"{""global_context"": 0.12785989266854744, ""left_interaction"": 0.023494179602022523, ""right_interaction"": 0.1761697839807581, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.6724761680320457}",True,False,L11_R11|padding
train__c04__user23__1-1-2,4,Wipe_hands,4,Wipe_hands,0.4031666453527233,4,Wipe_hands,0.40801790442514196,retained_correct,"{""global_context"": 0.08213079770406087, ""left_interaction"": 0.03656118710835775, ""right_interaction"": 0.06991628805796306, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.8113916397094727}",True,False,L11_R11|padding
train__c04__user23__1-1-3,4,Wipe_hands,4,Wipe_hands,0.6377923087505868,4,Wipe_hands,0.6438015916232004,retained_correct,"{""global_context"": 0.19583027703421457, ""left_interaction"": 0.03270801192238217, ""right_interaction"": 0.09099087828681582, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.680470829918271}",True,False,L11_R11|padding
train__c04__user24__6-2-1,4,Wipe_hands,4,Wipe_hands,0.7355508091711108,4,Wipe_hands,0.7509083228657142,retained_correct,"{""global_context"": 0.44793507031032015, ""left_interaction"": 0.0007388898437576634, ""right_interaction"": 0.3587181568145752, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.19260784557887486}",True,False,L11_R11|padding
train__c04__user24__6-2-2,4,Wipe_hands,0,Wash_face,0.39173328472214014,0,Wash_face,0.4631456576800475,unchanged_wrong,"{""global_context"": 0.3315412521362305, ""left_interaction"": 0.07939614653587342, ""right_interaction"": 0.22004921436309816, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.36901345252990725}",True,False,L11_R11|padding
train__c04__user24__6-2-3,4,Wipe_hands,4,Wipe_hands,0.36654869112255867,4,Wipe_hands,0.4196607199029709,retained_correct,"{""global_context"": 0.2660785913467407, ""left_interaction"": 0.20269850889841715, ""right_interaction"": 0.2103708783785502, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.32085202137629193}",True,False,L11_R11|padding
train__c04__user4__1-1-1,4,Wipe_hands,0,Wash_face,0.915976188717611,0,Wash_face,0.9195320550151034,unchanged_wrong,"{""global_context"": 0.6314278892848803, ""left_interaction"": 0.2125311519788659, ""right_interaction"": 0.13283208142156186, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.02320883325908495}",True,False,L11_R11|padding
train__c04__user4__1-1-2,4,Wipe_hands,0,Wash_face,0.7491015161577222,0,Wash_face,0.7599216345576767,unchanged_wrong,"{""global_context"": 0.7450264150446112, ""left_interaction"": 0.06989131732420488, ""right_interaction"": 0.09915057095614346, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.08593178879130971}",True,False,L11_R11|padding
train__c04__user4__1-1-3,4,Wipe_hands,0,Wash_face,0.6129101731874097,0,Wash_face,0.6215497957125118,unchanged_wrong,"{""global_context"": 0.6938854518689608, ""left_interaction"": 0.10931047640348736, ""right_interaction"": 0.15474301890323036, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.04206099321967677}",True,False,L11_R11|padding
train__c05__user17__1-1-1,5,Put_on_clothes,5,Put_on_clothes,0.20251311937885905,5,Put_on_clothes,0.23846467955787584,retained_correct,"{""global_context"": 0.22526371479034424, ""left_interaction"": 0.3413182894388835, ""right_interaction"": 0.2295315464337667, ""hand_head_union"": 0.012319392214218775, ""two_hand_table_context"": 0.19156700372695923}",True,True,L11_R11
train__c05__user17__1-1-2,5,Put_on_clothes,5,Put_on_clothes,0.5827957335248586,5,Put_on_clothes,0.5947649489538822,retained_correct,"{""global_context"": 0.4483784039815267, ""left_interaction"": 0.2980062961578369, ""right_interaction"": 0.15673474470774332, ""hand_head_union"": 0.013822721938292185, ""two_hand_table_context"": 0.08305785059928894}",True,True,L11_R11
train__c05__user17__1-1-3,5,Put_on_clothes,31,Do_stretching_exercises,0.6559682799465099,31,Do_stretching_exercises,0.6670478604307926,unchanged_wrong,"{""global_context"": 0.15807427962621054, ""left_interaction"": 0.4264897108078003, ""right_interaction"": 0.17236649990081787, ""hand_head_union"": 0.023219262560208637, ""two_hand_table_context"": 0.219850222269694}",True,True,L11_R01|L11_R11
train__c05__user17__6-1-1,5,Put_on_clothes,20,Check_the_time,0.32104260370420895,20,Check_the_time,0.3329693320595646,unchanged_wrong,"{""global_context"": 0.8933767477671305, ""left_interaction"": 0.04248610635598501, ""right_interaction"": 0.04819341003894806, ""hand_head_union"": 0.015469059348106384, ""two_hand_table_context"": 0.000474641565233469}",True,True,L11_R11
train__c05__user17__6-1-2,5,Put_on_clothes,28,Jog_in_place,0.21562078220058636,28,Jog_in_place,0.2218985431719589,unchanged_wrong,"{""global_context"": 0.6918718020121256, ""left_interaction"": 0.1297338604927063, ""right_interaction"": 0.14296215772628784, ""hand_head_union"": 0.023877158761024475, ""two_hand_table_context"": 0.011555030941963196}",True,True,L11_R11
train__c05__user17__6-1-3,5,Put_on_clothes,28,Jog_in_place,0.4505238011413455,28,Jog_in_place,0.45278329835451325,unchanged_wrong,"{""global_context"": 0.7838195959726969, ""left_interaction"": 0.09971688191095988, ""right_interaction"": 0.09562496344248454, ""hand_head_union"": 0.020741314937671024, ""two_hand_table_context"": 9.718794414463143e-05}",True,True,L11_R11
train__c05__user23__4-3-1,5,Put_on_clothes,34,Sit_down,0.5081753213717466,34,Sit_down,0.5127633726421132,unchanged_wrong,"{""global_context"": 0.9796006173798533, ""left_interaction"": 0.0018939273149678202, ""right_interaction"": 0.013518752473773378, ""hand_head_union"": 0.0049607238986275415, ""two_hand_table_context"": 2.6070228848380573e-05}",True,True,L00_R00|L11_R11|padding
train__c05__user23__4-3-2,5,Put_on_clothes,23,Listen_to_music_with_headphones,0.4814747005915416,23,Listen_to_music_with_headphones,0.5828751064677438,unchanged_wrong,"{""global_context"": 0.9240896860758464, ""left_interaction"": 0.07496057351430258, ""right_interaction"": 0.0007566717142860095, ""hand_head_union"": 0.00019259201362729073, ""two_hand_table_context"": 5.732035788241774e-07}",True,True,L00_R00|L11_R11|padding
train__c05__user23__4-3-3,5,Put_on_clothes,3,Take_off_clothes,0.43796149244592947,3,Take_off_clothes,0.4579524233926694,unchanged_wrong,"{""global_context"": 0.7714709705776639, ""left_interaction"": 0.19817141691843668, ""right_interaction"": 0.024399131536483765, ""hand_head_union"": 1.3260531381496952e-05, ""two_hand_table_context"": 0.005945312066210641}",True,True,L00_R00|L11_R11|padding
train__c05__user23__5-2-1,5,Put_on_clothes,5,Put_on_clothes,0.6028110803900621,5,Put_on_clothes,0.616970228366253,retained_correct,"{""global_context"": 0.6366070412300728, ""left_interaction"": 0.10254087963619747, ""right_interaction"": 0.08865302962225836, ""hand_head_union"": 0.10161856058481578, ""two_hand_table_context"": 0.07058058558283625}",True,True,L11_R11|padding
train__c05__user23__5-2-2,5,Put_on_clothes,5,Put_on_clothes,0.7173202176987767,5,Put_on_clothes,0.7261112783558454,retained_correct,"{""global_context"": 0.6450414657592773, ""left_interaction"": 0.22008371353149414, ""right_interaction"": 0.12210769402353387, ""hand_head_union"": 0.0003454028138596761, ""two_hand_table_context"": 0.012421716984949614}",True,True,L00_R00|L11_R10|L11_R11|padding
train__c05__user23__5-2-3,5,Put_on_clothes,5,Put_on_clothes,0.4217104472387343,5,Put_on_clothes,0.43458379246207346,retained_correct,"{""global_context"": 0.9766968536376953, ""left_interaction"": 0.0031147930026054382, ""right_interaction"": 7.2873430326581e-05, ""hand_head_union"": 0.0012210992723703385, ""two_hand_table_context"": 0.018894453048706055}",True,True,L11_R11|padding
train__c05__user4__5-2-1,5,Put_on_clothes,31,Do_stretching_exercises,0.6640725360342309,31,Do_stretching_exercises,0.6646118464886909,unchanged_wrong,"{""global_context"": 0.5566840569178263, ""left_interaction"": 0.14344874024391174, ""right_interaction"": 0.29570738474527997, ""hand_head_union"": 0.004106425990660985, ""two_hand_table_context"": 5.330194350487242e-05}",True,True,L11_R00|L11_R01|L11_R11
train__c05__user4__5-2-2,5,Put_on_clothes,30,Do_jumping_jacks,0.3702461451723578,30,Do_jumping_jacks,0.37202691947671207,unchanged_wrong,"{""global_context"": 0.6413939396540324, ""left_interaction"": 0.119568665822347, ""right_interaction"": 0.20941120386123657, ""hand_head_union"": 0.005501239870985349, ""two_hand_table_context"": 0.024124865730603535}",True,True,L11_R11
train__c05__user4__5-2-3,5,Put_on_clothes,31,Do_stretching_exercises,0.7485529959610916,31,Do_stretching_exercises,0.7538069725158,unchanged_wrong,"{""global_context"": 0.8405051231384277, ""left_interaction"": 0.013188091417153677, ""right_interaction"": 0.11842932303746541, ""hand_head_union"": 0.027871390183766682, ""two_hand_table_context"": 6.08334994467441e-06}",True,True,L00_R00|L10_R11|L11_R11
train__c06__user23__5-3-3,6,Drink_water,8,Take_and_use_tableware,0.29835067362197065,7,Eat_food,0.47973304764625063,changed_wrong,"{""global_context"": 0.21090776920318605, ""left_interaction"": 0.16808613538742065, ""right_interaction"": 0.25109014511108396, ""hand_head_union"": 0.3686185836791992, ""two_hand_table_context"": 0.001297320146113634}",True,True,L11_R11|padding
train__c06__user24__2-1-1,6,Drink_water,6,Drink_water,0.8464537980889609,6,Drink_water,0.9672092056632652,retained_correct,"{""global_context"": 0.37768959045410155, ""left_interaction"": 0.21748180389404298, ""right_interaction"": 0.3644145584106445, ""hand_head_union"": 0.029500999450683595, ""two_hand_table_context"": 0.010913097858428955}",True,True,L10_R11|L11_R11|padding
train__c06__user24__2-1-2,6,Drink_water,6,Drink_water,0.8123092329886866,6,Drink_water,0.9575051509421358,retained_correct,"{""global_context"": 0.3441573248969184, ""left_interaction"": 0.1531282530890571, ""right_interaction"": 0.43258101851851855, ""hand_head_union"": 0.03150547875298394, ""two_hand_table_context"": 0.03862793798799868}",True,True,L11_R11|padding
