sample_id,class_id,action_name,original_frame_count,sampled_indices,used_padding,temporal_valid_count,full_trial_start_covered,full_trial_end_covered,center24_coverage_ratio,full48_coverage_ratio,attention_peak_position,attention_peak_sampled_frame,attention_entropy,attention_distribution,dilation_1_activation_norm,dilation_2_activation_norm,dilation_4_activation_norm,dilation_8_activation_norm,dilation_16_activation_norm
train__c00__user4__1-1-2,0,Wash_face,63,0 1 3 4 5 7 8 9 11 12 13 15 16 17 18 20 21 22 24 25 26 28 29 30 32 33 34 36 37 38 40 41 42 44 45 46 47 49 50 51 53 54 55 57 58 59 61 62,False,48,True,True,0.3809523809523809,1.0,47,62,1.1647298,"[3.3185837899657385e-34, 0.0, 1.401298464324817e-45, 0.0, 4.070872636115904e-26, 4.2228348482352353e-16, 4.400294232855201e-15, 3.642485185001432e-12, 6.94134749679165e-10, 9.706893898701538e-14, 1.9578971777178822e-10, 1.718000075534576e-09, 2.718270886159502e-10, 3.5304174948042055e-12, 4.63090015553197e-13, 1.1708747849319828e-13, 2.638607377297014e-13, 6.0054431046119294e-12, 1.3825314591070503e-12, 3.4362163114920463e-10, 4.53314599399568e-12, 2.926818943455034e-12, 3.7955565773684086e-11, 1.0539880600235474e-11, 0.060853105038404465, 0.036337047815322876, 3.50503590595963e-08, 4.894126881538341e-09, 7.853747092667618e-07, 9.195791905725059e-10, 1.5511572061532863e-13, 1.1219644137361318e-11, 3.8391512191537913e-13, 5.5457727299312864e-09, 1.8682384805845942e-10, 4.25849676702339e-12, 2.7885895814705464e-09, 1.0999352334983489e-13, 9.287421498527237e-09, 2.6196371738507196e-09, 0.04966685548424721, 7.537011725844422e-08, 1.2426430373579933e-07, 0.3816104531288147, 0.00026267184875905514, 3.904269033228047e-05, 3.746813263205695e-06, 0.4712260067462921]",2.7102823,2.8111618,2.7828867,3.0327644,3.2273026
train__c00__user4__1-1-3,0,Wash_face,31,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,True,31,True,True,0.7741935483870968,1.0,30,30,3.0773237e-05,"[0.0, 1.4293244336113134e-42, 3.627299466524458e-30, 3.420826268164482e-17, 2.570540935664667e-08, 1.8806478152555428e-08, 1.435892377221748e-10, 8.020829009650066e-13, 3.987329216803559e-11, 9.165545655775986e-09, 3.858838937276232e-08, 7.872740752645768e-07, 3.6832752599488915e-19, 3.3435789401937976e-13, 1.77203188917157e-14, 1.2404217653028127e-09, 2.183571740441018e-15, 3.513512680797248e-08, 4.857561575200009e-10, 1.1768794827560214e-08, 9.456491589787674e-09, 2.249497246462062e-12, 2.3909754176543174e-09, 1.3509279686661074e-13, 4.4228598561346644e-10, 6.573994820735507e-11, 7.609950863907144e-12, 1.0930217513305251e-06, 3.9090399753943794e-13, 4.905963191248475e-09, 0.9999980926513672, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.320103,2.4753773,2.4721384,2.6401055,2.78903
train__c01__user17__1-1-1,1,Brush_teeth,20,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,True,20,True,True,1.0,1.0,14,14,0.039726276,"[3.352811573907881e-16, 3.352811573907881e-16, 9.023969397458625e-17, 5.826312818966255e-17, 9.023969397458625e-17, 3.3862196121387748e-15, 6.734301565827425e-15, 1.3660985320393393e-12, 2.252315521589221e-12, 1.483328737617029e-10, 6.647818406868566e-10, 3.2770997287351333e-12, 1.6266673696918588e-07, 4.5238968821026404e-11, 0.9934592247009277, 1.483328737617029e-10, 2.7168111510489368e-12, 4.5238968821026404e-11, 5.273072747513652e-05, 0.006487926933914423, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.5195663,2.6368945,2.5540082,2.6346939,2.7628644
train__c01__user17__1-1-2,1,Brush_teeth,25,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,True,25,True,True,0.96,1.0,24,24,0.010208822,"[6.790309492576465e-21, 1.5394611972994539e-32, 3.815942796638341e-35, 1.401298464324817e-45, 2.5131014949084613e-33, 2.269042561112894e-37, 2.7708702288845254e-20, 1.1746622554861808e-12, 4.217405148665421e-06, 1.90093373930722e-06, 7.593252666993067e-05, 0.0012064895126968622, 2.0351208718238922e-07, 4.882001007899817e-07, 2.336094859223259e-12, 8.25984774085072e-17, 6.636974303814353e-17, 8.893550229101166e-19, 1.0381972720212816e-15, 2.1092258587154951e-16, 3.166323241586658e-16, 1.6451413924503569e-19, 3.5418373095508215e-11, 3.103188532804779e-07, 0.9987103939056396, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.6248864,1.9657596,2.0471463,2.2547977,2.453259
train__c01__user17__1-1-3,1,Brush_teeth,24,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,True,24,True,True,1.0,1.0,23,23,1.8945617e-08,"[4.783748656694682e-21, 8.492170948415783e-23, 8.999137562524726e-14, 5.466475355871397e-17, 1.8129751755146298e-18, 4.54553139403127e-23, 6.891643358530438e-22, 1.6344467226118705e-19, 6.881276741737424e-19, 3.887999105678366e-23, 1.0111962869563705e-17, 1.4523872556015949e-12, 1.0731772241701076e-11, 2.0955142481840201e-16, 8.934439854613174e-10, 9.718774430258535e-22, 5.545932766279805e-25, 4.0235123071131836e-29, 1.4324695607058982e-26, 5.554287107563027e-28, 2.4647001796448153e-28, 2.9014900851526396e-21, 6.054451102792402e-13, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.8648525,2.1100497,2.1235368,2.3171322,2.517153
train__c01__user23__1-1-1,1,Brush_teeth,39,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 -1 -1 -1 -1 -1 -1 -1 -1 -1,True,39,True,True,0.6153846153846154,1.0,1,1,5.766616e-11,"[1.2230327427892318e-12, 1.0, 3.637111735812616e-25, 3.127828188172351e-15, 1.1025973564076155e-13, 4.803905691129407e-19, 1.0271202582105676e-17, 4.330852407920268e-20, 1.1807972015163385e-25, 2.180969897779592e-23, 5.569301823963892e-23, 6.267422914968474e-30, 3.91615359329394e-27, 5.829611736716578e-31, 6.625732399728763e-37, 4.430908642325209e-24, 1.103283526221408e-35, 2.6649761901141857e-28, 2.2535910250905607e-26, 6.805255162157826e-28, 4.07458806004593e-23, 1.3984511166591353e-30, 5.315917898914476e-34, 4.046552598242408e-30, 2.5284588608257325e-27, 4.832918070015946e-31, 1.3533866016248818e-27, 6.065457514863074e-27, 4.046552598242408e-30, 8.20870438675711e-28, 5.09385783249453e-32, 2.159452493855286e-24, 2.753713536434031e-31, 1.8812365753549491e-19, 2.687482260006533e-24, 6.437237060851652e-21, 7.741449151101205e-15, 7.418067896058922e-13, 9.940217086132439e-15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.931944,3.0566878,2.9388654,2.9963343,3.1390526
train__c01__user23__1-1-2,1,Brush_teeth,16,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,True,16,True,True,1.0,1.0,14,14,0.00010202062,"[9.677917556928711e-24, 6.186885703038338e-25, 3.637082646566736e-25, 9.39429029752437e-27, 3.1419598186463308e-24, 8.469209522894816e-28, 5.633223676708971e-25, 5.69792459985588e-27, 1.031760884625481e-26, 3.4167227343403643e-25, 4.343875516848728e-26, 4.6170763449693846e-23, 5.506017079740557e-21, 5.9265999226287835e-12, 0.9999920129776001, 8.013499609660357e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.4280027,1.7664641,1.8306913,2.0332778,2.2506359
train__c01__user23__1-1-3,1,Brush_teeth,23,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,True,23,True,True,1.0,1.0,22,22,0.45115498,"[6.960366718515717e-16, 3.255407020138373e-17, 1.4162145050353609e-19, 1.1216566737914935e-11, 2.803788590188816e-10, 2.298028256575435e-08, 1.0401669214843423e-06, 1.905132229751416e-08, 8.441256795777008e-06, 3.449748930961505e-08, 3.953975757919892e-10, 2.8599421497688127e-08, 1.7897061610483433e-08, 1.846517605486042e-08, 6.114826192060718e-07, 1.7720489520201e-09, 4.661705133912619e-06, 1.6110419664983056e-06, 4.244530828145798e-06, 1.57703434524592e-05, 1.0838788512046449e-05, 0.16666752099990845, 0.8332852125167847, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.5835321,1.87389,1.921088,2.1328626,2.3499992
train__c01__user24__6-2-1,1,Brush_teeth,26,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,True,26,True,True,0.9230769230769232,1.0,0,0,0.19631125,"[0.9602222442626953, 0.0175870843231678, 0.00025882961926981807, 3.189406561432406e-05, 3.3616101973166224e-06, 6.280314210016513e-06, 6.554095932642667e-08, 2.786872755677905e-06, 1.6245980949403105e-10, 2.491401876469901e-11, 9.34891608572741e-10, 1.4195577872910814e-11, 5.004113790008091e-10, 1.1276944933413802e-09, 4.460118496751875e-09, 5.37992983495883e-09, 4.460118496751875e-09, 3.005204071704348e-11, 4.6545510501427856e-11, 3.005204071704348e-11, 2.8231280160828653e-11, 6.772332000748449e-11, 3.782993883427732e-13, 5.917598008831071e-12, 3.473543674914481e-09, 0.021887479349970818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3.509605,3.5184317,3.373547,3.4281662,3.579584
train__c01__user24__6-2-2,1,Brush_teeth,8,0 1 2 3 4 5 6 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,True,8,True,True,1.0,1.0,7,7,0.5697185,"[5.138560475563547e-13, 2.7045992889387114e-21, 9.754308480407598e-24, 1.9984436414449663e-20, 7.856549899543097e-08, 1.8532543020002585e-15, 0.2568320035934448, 0.7431679368019104, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.372661,2.8143604,2.8902712,2.921143,2.9873261
train__c01__user24__6-2-3,1,Brush_teeth,4,0 1 2 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,True,4,True,True,1.0,1.0,3,3,4.6609475e-07,"[4.5811822271487423e-23, 6.665581192860808e-23, 2.6729447100137804e-08, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.301414,1.62094,1.816279,2.0589385,2.3203423
train__c01__user24__7-1-1,1,Brush_teeth,12,0 1 2 3 4 5 6 7 8 9 10 11 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,True,12,True,True,1.0,1.0,10,10,0.025645742,"[1.4416200178057892e-10, 6.676024750379428e-13, 7.467776441671958e-08, 4.1840431215311525e-16, 2.6483804448982722e-18, 6.762876073410538e-18, 5.388615694869043e-22, 0.00011915522918570787, 1.1869216263884619e-17, 6.397150170700527e-11, 0.9961739182472229, 0.00370681076310575, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.2655237,2.5255287,2.5364475,2.6356492,2.722151
