sample_id,class_id,action_name,user_id,frames,mean_best_rmse,median_relative_margin,confident_10pct_rate,confident_20pct_rate,json_first_rate
train__c02__user6__2-2-2,2,Comb_hair,user6,37,0.14065366206004445,0.7887496561999606,1.0,1.0,1.0
train__c02__user7__1-1-1,2,Comb_hair,user7,36,0.11669798458352232,0.7892169768101663,1.0,1.0,1.0
train__c02__user7__1-1-2,2,Comb_hair,user7,12,0.1387408573940772,0.8045596520664681,1.0,1.0,1.0
train__c02__user7__1-1-3,2,Comb_hair,user7,27,0.1306243856932986,0.7755387118507077,1.0,1.0,1.0
train__c02__user8__7-1-2,2,Comb_hair,user8,7,0.13562200166292726,0.7521815105347627,1.0,1.0,1.0
train__c02__user8__7-1-3,2,Comb_hair,user8,6,0.17761798765068917,0.6922570323480486,1.0,1.0,1.0
train__c02__user9__1-1-1,2,Comb_hair,user9,19,0.1838859636903866,0.7113357953526108,1.0,1.0,0.9473684210526315
train__c02__user9__1-1-2,2,Comb_hair,user9,13,0.1471778302814034,0.8273748713942253,1.0,1.0,1.0
train__c02__user9__1-1-3,2,Comb_hair,user9,10,0.13870984377180565,0.8317254530399891,1.0,1.0,1.0
train__c03__user18__6-1-1,3,Take_off_clothes,user18,15,0.22737100932423535,0.686319034360986,1.0,1.0,1.0
train__c03__user18__6-1-2,3,Take_off_clothes,user18,7,0.27795234257910434,0.7340186758574431,0.7142857142857143,0.7142857142857143,1.0
train__c03__user18__6-1-3,3,Take_off_clothes,user18,1,0.23122030837267923,0.3063118643587366,1.0,1.0,1.0
train__c03__user18__7-1-3,3,Take_off_clothes,user18,2,0.25988275947737516,0.08293560121105131,0.5,0.0,1.0
train__c03__user22__6-1-1,3,Take_off_clothes,user22,1,0.10879212312785762,0.4915544471696867,1.0,1.0,1.0
train__c03__user22__6-1-2,3,Take_off_clothes,user22,2,0.1416785570450832,0.5801691244188377,1.0,1.0,1.0
train__c03__user7__5-1-3,3,Take_off_clothes,user7,1,0.3002571610755348,0.29402351388022074,1.0,1.0,1.0
train__c03__user8__6-1-1,3,Take_off_clothes,user8,1,0.299118599289774,0.7871629166602402,1.0,1.0,1.0
train__c03__user8__6-1-2,3,Take_off_clothes,user8,1,0.24491446263776914,0.6801386522222909,1.0,1.0,1.0
train__c03__user8__7-1-1,3,Take_off_clothes,user8,24,0.17702324893076127,0.7314534185977777,1.0,1.0,0.9583333333333334
train__c03__user8__7-1-2,3,Take_off_clothes,user8,15,0.16785513023448342,0.7430218706803796,1.0,1.0,0.4666666666666667
train__c03__user8__7-1-3,3,Take_off_clothes,user8,10,0.20229229319552539,0.750348995434885,1.0,1.0,0.9
train__c03__user9__3-1-2,3,Take_off_clothes,user9,57,0.22828829813153248,0.8386310344436398,1.0,1.0,0.9824561403508771
train__c04__user21__7-2-3,4,Wipe_hands,user21,3,0.2247482747015208,0.5359431790647766,1.0,1.0,1.0
train__c04__user6__2-2-1,4,Wipe_hands,user6,20,0.10019698645439264,0.8376790868624893,1.0,1.0,1.0
train__c04__user6__2-2-2,4,Wipe_hands,user6,24,0.13611494807173716,0.6999692786060572,1.0,1.0,1.0
train__c04__user6__2-2-3,4,Wipe_hands,user6,11,0.12840401104819607,0.7307353303600272,1.0,1.0,1.0
train__c04__user7__1-1-1,4,Wipe_hands,user7,23,0.09992073864287182,0.8362332130773045,1.0,1.0,1.0
train__c04__user7__1-1-2,4,Wipe_hands,user7,10,0.1036987935175713,0.8533403230456551,1.0,1.0,1.0
train__c04__user7__1-1-3,4,Wipe_hands,user7,13,0.11957659967029813,0.7701815016477801,1.0,1.0,1.0
train__c04__user7__7-2-3,4,Wipe_hands,user7,1,0.1860043759791607,0.7619361972147387,1.0,1.0,1.0
train__c04__user8__1-1-1,4,Wipe_hands,user8,17,0.21136349526251202,0.7306559175979295,1.0,1.0,1.0
train__c04__user8__1-1-2,4,Wipe_hands,user8,11,0.24123826704277962,0.731755775160234,1.0,1.0,1.0
train__c04__user8__1-1-3,4,Wipe_hands,user8,13,0.17029020903079614,0.7810305024475918,1.0,1.0,1.0
train__c04__user8__7-1-1,4,Wipe_hands,user8,10,0.2013403310704523,0.591009223957968,1.0,1.0,1.0
train__c04__user8__7-1-2,4,Wipe_hands,user8,13,0.2423747728799467,0.6385140039924639,1.0,0.9230769230769231,0.9230769230769231
train__c04__user8__7-1-3,4,Wipe_hands,user8,2,0.4563567440671901,0.4590441842634163,1.0,1.0,1.0
train__c04__user9__1-1-1,4,Wipe_hands,user9,13,0.19893547144160456,0.7400370780341539,1.0,1.0,1.0
train__c04__user9__1-1-2,4,Wipe_hands,user9,11,0.27337015316712654,0.6557257401887272,1.0,1.0,1.0
train__c04__user9__1-1-3,4,Wipe_hands,user9,16,0.23521009895856726,0.6757575633620732,1.0,1.0,1.0
train__c05__user18__6-1-1,5,Put_on_clothes,user18,1,0.3793654476734986,0.040194369430456144,0.0,0.0,0.0
train__c05__user18__6-1-2,5,Put_on_clothes,user18,47,0.23909610010446858,0.7522894489041216,1.0,1.0,0.9361702127659575
train__c05__user18__6-1-3,5,Put_on_clothes,user18,4,0.22040213748346132,0.5449678693799458,1.0,1.0,0.25
train__c05__user18__7-1-1,5,Put_on_clothes,user18,1,0.17624468493337844,0.5830341705381553,1.0,1.0,1.0
train__c05__user18__7-1-2,5,Put_on_clothes,user18,1,0.16174160902498178,0.7965592485614896,1.0,1.0,1.0
train__c05__user19__1-1-1,5,Put_on_clothes,user19,2,0.32229246901436814,0.5058436630037358,1.0,1.0,1.0
train__c05__user19__1-1-2,5,Put_on_clothes,user19,2,0.21092465271012875,0.5738094781756877,1.0,1.0,0.5
train__c05__user19__1-1-3,5,Put_on_clothes,user19,2,0.2963343674928646,0.5011896202156897,1.0,1.0,0.5
train__c05__user1__1-1-1,5,Put_on_clothes,user1,3,0.570278911497733,0.20749314105018463,0.6666666666666666,0.6666666666666666,0.3333333333333333
train__c05__user1__1-1-3,5,Put_on_clothes,user1,4,0.3828201831110713,0.446630762810139,0.75,0.75,1.0
train__c05__user21__6-1-1,5,Put_on_clothes,user21,1,0.1417119434970191,0.7745636333107294,1.0,1.0,1.0
train__c05__user21__6-1-3,5,Put_on_clothes,user21,1,0.5121484157997319,0.06058137540416355,0.0,0.0,1.0
train__c05__user22__2-2-1,5,Put_on_clothes,user22,3,0.1528473807988567,0.6876344610914065,1.0,1.0,1.0
train__c05__user22__2-2-2,5,Put_on_clothes,user22,6,0.19269634713014913,0.47064375916155965,1.0,1.0,1.0
train__c05__user22__2-2-3,5,Put_on_clothes,user22,1,0.32799109071424865,0.50483218203138,1.0,1.0,1.0
train__c05__user7__1-1-1,5,Put_on_clothes,user7,41,0.23786701444831093,0.5903185396961739,1.0,0.8780487804878049,0.8536585365853658
train__c05__user7__1-1-2,5,Put_on_clothes,user7,31,0.23931961312187472,0.5527759202080822,1.0,1.0,0.967741935483871
train__c05__user7__1-1-3,5,Put_on_clothes,user7,39,0.20440910690666284,0.6670147317721479,0.9487179487179487,0.8974358974358975,0.8974358974358975
train__c05__user7__6-1-3,5,Put_on_clothes,user7,1,0.2008595185719833,0.6639404892176356,1.0,1.0,1.0
train__c05__user8__6-1-1,5,Put_on_clothes,user8,1,0.13190014336899927,0.7008772227881837,1.0,1.0,1.0
train__c05__user8__6-1-2,5,Put_on_clothes,user8,2,0.46330069768629034,0.37559633769769807,1.0,0.5,1.0
train__c05__user8__6-1-3,5,Put_on_clothes,user8,2,0.4336153603277072,0.14724746187137333,0.5,0.5,0.0
train__c05__user8__7-1-1,5,Put_on_clothes,user8,44,0.21025987240007282,0.7326276404862186,1.0,1.0,0.9090909090909091
train__c05__user8__7-1-2,5,Put_on_clothes,user8,52,0.2010763618269899,0.8182237628667526,1.0,0.9807692307692307,0.9230769230769231
train__c05__user8__7-1-3,5,Put_on_clothes,user8,10,0.24643196522635263,0.5095981704786989,1.0,0.9,0.7
train__c05__user9__1-1-1,5,Put_on_clothes,user9,33,0.3068252590539832,0.6026218058909055,1.0,1.0,0.5757575757575758
train__c05__user9__1-1-2,5,Put_on_clothes,user9,22,0.3444281069644541,0.6219841884932883,0.9545454545454546,0.9545454545454546,0.6818181818181818
train__c05__user9__1-1-3,5,Put_on_clothes,user9,31,0.2844300187539758,0.5941035428507966,0.9354838709677419,0.9032258064516129,0.8387096774193549
train__c06__user16__1-2-3,6,Drink_water,user16,1,0.11137537096435714,0.8662135834972675,1.0,1.0,1.0
train__c06__user6__5-3-3,6,Drink_water,user6,45,0.15947224975852417,0.7885220750987109,1.0,1.0,1.0
train__c06__user9__3-2-2,6,Drink_water,user9,1,0.13275033950568244,0.33854091434050215,1.0,1.0,1.0
train__c09__user6__2-1-1,9,Pour_drinks,user6,2,0.13144763513286106,0.8127892731853754,1.0,1.0,1.0
train__c10__user9__3-2-1,10,Stir_drinks,user9,1,0.16180360939859534,0.6477647614183557,1.0,1.0,1.0
train__c10__user9__3-2-2,10,Stir_drinks,user9,1,0.14294502570749254,0.8304367549380501,1.0,1.0,1.0
train__c11__user16__3-2-1,11,Peel_fruits,user16,17,0.16092382580133627,0.7829570071085066,1.0,1.0,1.0
train__c12__user16__3-1-3,12,Sweep_the_floor,user16,5,0.12028739029937938,0.8643432382657151,1.0,1.0,1.0
train__c12__user18__3-1-3,12,Sweep_the_floor,user18,1,0.10562178255405755,0.9142156747210634,1.0,1.0,1.0
train__c12__user20__3-2-2,12,Sweep_the_floor,user20,4,0.2572155854854113,0.6544426913096661,1.0,1.0,1.0
train__c12__user2__3-1-2,12,Sweep_the_floor,user2,2,0.09493127639876925,0.8574699918145874,1.0,1.0,1.0
train__c12__user2__3-1-3,12,Sweep_the_floor,user2,1,0.09875972010008296,0.89641489797463,1.0,1.0,1.0
train__c12__user5__3-1-2,12,Sweep_the_floor,user5,1,0.15091367270835182,0.7278666784748223,1.0,1.0,1.0
train__c12__user5__3-1-3,12,Sweep_the_floor,user5,2,0.24626498738837682,0.6817089050162072,1.0,1.0,1.0
train__c13__user18__3-1-1,13,Mop_the_floor,user18,1,0.11659302224520786,0.9360542296249986,1.0,1.0,1.0
train__c13__user19__7-2-1,13,Mop_the_floor,user19,1,0.23836592016286665,0.5066241181582104,1.0,1.0,1.0
train__c13__user1__3-2-1,13,Mop_the_floor,user1,1,0.2817936372219713,0.5707633881377342,1.0,1.0,1.0
train__c13__user20__3-2-2,13,Mop_the_floor,user20,12,0.17264087874834888,0.5576945562752255,1.0,1.0,1.0
train__c13__user7__3-1-3,13,Mop_the_floor,user7,2,0.22266104413465904,0.8014795688030927,1.0,1.0,1.0
train__c15__user20__3-2-1,15,Wipe_windows_and_tables,user20,3,0.2679761534195724,0.6044820323454607,1.0,1.0,1.0
train__c15__user20__3-2-3,15,Wipe_windows_and_tables,user20,4,0.36545664806784933,0.6391130360704995,1.0,1.0,1.0
train__c15__user6__6-2-3,15,Wipe_windows_and_tables,user6,5,0.1660957812799307,0.6785722056100695,1.0,0.8,0.6
train__c15__user7__3-3-1,15,Wipe_windows_and_tables,user7,27,0.13519292218783374,0.740073687811323,1.0,1.0,1.0
train__c16__user18__2-1-1,16,Fold_clothes,user18,2,0.4391585722674164,0.37820623982349044,1.0,0.5,0.5
train__c16__user7__6-1-1,16,Fold_clothes,user7,1,0.11675737499038562,0.8704793343724586,1.0,1.0,1.0
train__c16__user7__6-1-2,16,Fold_clothes,user7,4,0.16167722264714615,0.8219391702062878,1.0,1.0,1.0
train__c16__user7__6-1-3,16,Fold_clothes,user7,1,0.263380722963048,0.6751176639850343,1.0,1.0,1.0
train__c17__user16__4-1-1,17,Tap_the_keyboard,user16,2,0.28871137431084753,0.5748168488956257,1.0,1.0,1.0
train__c17__user19__1-2-2,17,Tap_the_keyboard,user19,13,0.23386575052354647,0.623700208247879,1.0,1.0,1.0
train__c17__user6__4-1-1,17,Tap_the_keyboard,user6,1,0.13756788209408033,0.8928931018545329,1.0,1.0,1.0
train__c17__user9__6-1-3,17,Tap_the_keyboard,user9,20,0.14750604103127796,0.08791133739722248,0.45,0.0,0.4
train__c18__user6__4-1-1,18,Write,user6,1,0.13756788209408033,0.8928931018545329,1.0,1.0,1.0
train__c19__user5__4-1-3,19,Make_a_phone_call,user5,1,0.24132876633534456,0.6141585299119364,1.0,1.0,1.0
train__c20__user16__5-3-1,20,Check_the_time,user16,11,0.17038215761825876,0.845794142920487,1.0,1.0,1.0
train__c20__user22__6-1-1,20,Check_the_time,user22,3,0.07316064292936177,0.84272512054274,1.0,1.0,1.0
train__c20__user6__5-3-3,20,Check_the_time,user6,16,0.14983763180269313,0.8041563500884392,1.0,1.0,1.0
train__c20__user6__7-3-3,20,Check_the_time,user6,1,0.17249072651943492,0.8385151416617721,1.0,1.0,1.0
train__c21__user6__4-1-1,21,Read_documents,user6,1,0.08491468984914685,0.8792360690400466,1.0,1.0,1.0
train__c21__user6__4-1-2,21,Read_documents,user6,4,0.16266791583929613,0.7615573266157354,1.0,1.0,1.0
train__c21__user6__7-3-2,21,Read_documents,user6,5,0.2012823955960256,0.7322885198282869,1.0,1.0,1.0
train__c21__user6__7-3-3,21,Read_documents,user6,1,0.2600782707678763,0.6642343253073926,1.0,1.0,1.0
train__c21__user8__4-1-2,21,Read_documents,user8,1,0.29769163854314423,0.7066499878835645,1.0,1.0,1.0
train__c21__user9__6-1-3,21,Read_documents,user9,1,0.1997821077588796,0.23774500986073624,1.0,1.0,1.0
train__c22__user18__1-2-2,22,Turn_pages,user18,1,0.20787989217427463,0.45454634189577636,1.0,1.0,1.0
train__c22__user5__2-1-1,22,Turn_pages,user5,2,0.27446518567613515,0.3925389699095505,1.0,1.0,0.5
train__c22__user6__4-1-1,22,Turn_pages,user6,1,0.08491468984914685,0.8792360690400466,1.0,1.0,1.0
train__c22__user6__4-1-2,22,Turn_pages,user6,3,0.18015699274511007,0.7570043788217807,1.0,1.0,1.0
train__c22__user6__7-3-2,22,Turn_pages,user6,4,0.20615738747696727,0.7247088717495397,1.0,1.0,1.0
train__c23__user18__1-2-2,23,Listen_to_music_with_headphones,user18,1,0.20787989217427463,0.45454634189577636,1.0,1.0,1.0
train__c23__user19__1-2-2,23,Listen_to_music_with_headphones,user19,23,0.25903653665228665,0.7510855534512871,1.0,1.0,0.9565217391304348
train__c23__user19__1-2-3,23,Listen_to_music_with_headphones,user19,2,0.2967960152275645,0.6304296209267988,1.0,1.0,1.0
train__c23__user21__1-2-2,23,Listen_to_music_with_headphones,user21,3,0.39641498950433146,0.3348647574111574,1.0,0.6666666666666666,1.0
train__c23__user6__4-1-1,23,Listen_to_music_with_headphones,user6,1,0.19393858309420478,0.7291852103087698,1.0,1.0,1.0
train__c23__user8__2-1-2,23,Listen_to_music_with_headphones,user8,1,0.1937306432486933,0.6181120408521202,1.0,1.0,1.0
train__c23__user9__3-3-2,23,Listen_to_music_with_headphones,user9,1,0.12502949068934616,0.7383724002899829,1.0,1.0,1.0
train__c24__user6__5-1-1,24,Use_a_mobile_phone,user6,30,0.2323408823684748,0.7082552729173621,1.0,1.0,1.0
train__c24__user6__5-1-3,24,Use_a_mobile_phone,user6,30,0.18619113092272108,0.6998676597286646,1.0,1.0,1.0
train__c24__user7__1-2-1,24,Use_a_mobile_phone,user7,1,0.15671288254297444,0.8181264785408722,1.0,1.0,1.0
train__c26__user16__5-3-1,26,Play_games,user16,45,0.1784677138925124,0.7808402901752441,1.0,1.0,1.0
train__c26__user19__5-1-2,26,Play_games,user19,1,0.14776073503266868,0.8413262390557542,1.0,1.0,1.0
train__c26__user9__3-1-2,26,Play_games,user9,21,0.17902599237655498,0.882624317755442,1.0,1.0,1.0
train__c29__user18__6-1-1,29,Do_squats,user18,37,0.16240431404438405,0.8124063845446214,1.0,1.0,1.0
train__c29__user18__6-1-2,29,Do_squats,user18,31,0.1584686216159758,0.8353919080874308,1.0,1.0,1.0
train__c29__user9__4-2-3,29,Do_squats,user9,5,0.17355324296645364,0.8739112205472203,1.0,1.0,1.0
train__c30__user6__6-1-2,30,Do_jumping_jacks,user6,2,0.09649433036037038,0.8848309987352609,1.0,1.0,1.0
train__c30__user8__6-2-1,30,Do_jumping_jacks,user8,1,0.10776095110734464,0.8787784702492261,1.0,1.0,1.0
train__c30__user8__6-2-3,30,Do_jumping_jacks,user8,1,0.10281702900143612,0.9205109184663738,1.0,1.0,1.0
train__c31__user18__6-1-1,31,Do_stretching_exercises,user18,27,0.16275782940564845,0.8343210584869666,1.0,1.0,1.0
train__c31__user18__6-1-2,31,Do_stretching_exercises,user18,46,0.16706510816055736,0.8674376073249508,1.0,1.0,1.0
train__c31__user19__4-2-2,31,Do_stretching_exercises,user19,1,0.13300952863450707,0.8485857768319006,1.0,1.0,1.0
train__c31__user2__1-2-1,31,Do_stretching_exercises,user2,1,0.09511680352403132,0.8220451433669509,1.0,1.0,1.0
train__c31__user2__1-2-2,31,Do_stretching_exercises,user2,3,0.37188527737717214,0.9182845061846416,0.6666666666666666,0.6666666666666666,1.0
train__c31__user2__1-2-3,31,Do_stretching_exercises,user2,1,0.11571042499666338,0.9404899475118468,1.0,1.0,1.0
train__c31__user3__7-1-1,31,Do_stretching_exercises,user3,1,0.09686536481381962,0.7479443122047064,1.0,1.0,1.0
train__c31__user9__1-1-1,31,Do_stretching_exercises,user9,22,0.25201294851581213,0.7019795358385621,1.0,1.0,0.9545454545454546
train__c31__user9__1-1-2,31,Do_stretching_exercises,user9,5,0.19359350368018732,0.7652552383236702,1.0,1.0,1.0
train__c31__user9__1-1-3,31,Do_stretching_exercises,user9,14,0.2035037496712766,0.7596646719640383,1.0,1.0,1.0
train__c32__user6__4-1-1,32,Stand_up,user6,3,0.2812424248826633,0.7077298467420916,1.0,1.0,1.0
train__c32__user6__4-1-2,32,Stand_up,user6,1,0.3906716965628486,0.6902942483215827,1.0,1.0,1.0
train__c32__user6__4-1-3,32,Stand_up,user6,1,0.164119342043303,0.7646614379875061,1.0,1.0,1.0
train__c33__user6__5-3-3,33,Lie_down,user6,29,0.16452408102855023,0.7045019052448023,1.0,1.0,1.0
train__c33__user6__6-1-2,33,Lie_down,user6,1,0.34179025450296346,0.7806888876683419,1.0,1.0,1.0
train__c34__user19__1-2-2,34,Sit_down,user19,13,0.22853487280596246,0.7572557373254996,1.0,1.0,1.0
train__c34__user6__5-3-3,34,Sit_down,user6,9,0.10123517584298206,0.8058591636463435,1.0,1.0,1.0
train__c34__user6__7-1-3,34,Sit_down,user6,1,0.30991837349042584,0.7382769187423782,1.0,1.0,1.0
train__c34__user6__7-3-3,34,Sit_down,user6,1,0.17249072651943492,0.8385151416617721,1.0,1.0,1.0
train__c34__user7__6-3-3,34,Sit_down,user7,6,0.18580418902119664,0.8041190905994566,1.0,1.0,1.0
train__c34__user7__7-1-3,34,Sit_down,user7,5,0.12084314796782251,0.87965360978616,1.0,1.0,1.0
train__c34__user8__4-1-2,34,Sit_down,user8,5,0.16405790394368647,0.8280836030495827,1.0,1.0,1.0
train__c35__user16__6-1-1,35,Do_lunges,user16,24,0.1712295912115062,0.827298091005122,1.0,1.0,1.0
train__c35__user6__6-1-3,35,Do_lunges,user6,2,0.09189178931932171,0.8606611463669827,1.0,1.0,1.0
train__c35__user8__5-1-3,35,Do_lunges,user8,1,0.11343188918783931,0.9384342914593857,1.0,1.0,1.0
train__c36__user18__6-2-1,36,Walk,user18,1,0.10264792063108472,0.9099567660249898,1.0,1.0,1.0
train__c36__user19__1-2-1,36,Walk,user19,11,0.16226148956179426,0.6726509454596631,1.0,1.0,1.0
train__c36__user19__1-2-2,36,Walk,user19,6,0.17406487078804025,0.7713593836614634,1.0,1.0,1.0
train__c36__user1__3-2-3,36,Walk,user1,1,0.14401430623353786,0.8249641446012672,1.0,1.0,1.0
train__c36__user2__2-1-2,36,Walk,user2,1,0.7635524921060135,0.050809525268306635,0.0,0.0,1.0
train__c36__user2__2-1-3,36,Walk,user2,4,0.5163917322317317,0.8537083703896753,1.0,1.0,0.25
train__c36__user2__4-1-2,36,Walk,user2,1,0.10265236710523766,0.9164227783195695,1.0,1.0,1.0
train__c36__user2__4-1-3,36,Walk,user2,1,0.1241164059936511,0.6769312456474569,1.0,1.0,1.0
train__c36__user3__5-2-3,36,Walk,user3,1,0.10441731662922218,0.5456023996258076,1.0,1.0,1.0
train__c36__user6__1-1-1,36,Walk,user6,12,0.1363423553993915,0.6274317795512572,0.9166666666666666,0.75,0.9166666666666666
train__c36__user6__1-1-2,36,Walk,user6,14,0.1317793498850673,0.6737856390010583,1.0,1.0,1.0
train__c36__user6__1-1-3,36,Walk,user6,7,0.1667919558545056,0.668386848673411,1.0,0.8571428571428571,1.0
train__c36__user6__3-1-1,36,Walk,user6,4,0.10449556398465007,0.9264596994066139,1.0,1.0,1.0
train__c36__user6__5-3-3,36,Walk,user6,3,0.17603418224934222,0.14024474260145817,1.0,0.3333333333333333,1.0
train__c36__user7__3-3-1,36,Walk,user7,6,0.10846796764067708,0.5909633443050272,1.0,1.0,1.0
train__c36__user8__6-2-1,36,Walk,user8,1,0.1048010998939708,0.728743022431579,1.0,1.0,1.0
train__c37__user8__7-1-1,37,Take_medicine,user8,44,0.15147014482209153,0.8204561162972593,1.0,1.0,1.0
train__c37__user8__7-1-2,37,Take_medicine,user8,27,0.12475128426166719,0.8301026888822238,1.0,1.0,0.9629629629629629
train__c37__user8__7-1-3,37,Take_medicine,user8,28,0.10820916272876309,0.8658914915394271,1.0,1.0,1.0
train__c37__user9__7-1-1,37,Take_medicine,user9,19,0.1846223173991616,0.7684696543613666,1.0,1.0,1.0
train__c37__user9__7-1-2,37,Take_medicine,user9,14,0.18041986868854007,0.7925794510924971,1.0,1.0,1.0
train__c37__user9__7-1-3,37,Take_medicine,user9,30,0.23675348550844127,0.7194045548918847,1.0,0.9666666666666667,1.0
train__c39__user18__7-1-1,39,Take_body_temperature,user18,1,0.13140648938927824,0.6701396147262162,1.0,1.0,1.0
train__c39__user18__7-1-3,39,Take_body_temperature,user18,1,0.08998516409636671,0.9264267530944013,1.0,1.0,1.0
train__c39__user7__7-1-3,39,Take_body_temperature,user7,1,0.1905804711904833,0.8432927326379698,1.0,1.0,1.0
train__c39__user9__7-1-1,39,Take_body_temperature,user9,16,0.16287400129552135,0.7624483575192792,1.0,1.0,1.0
train__c39__user9__7-1-2,39,Take_body_temperature,user9,20,0.17462927353691643,0.7446290036088601,1.0,1.0,1.0
train__c39__user9__7-1-3,39,Take_body_temperature,user9,12,0.17120846417223978,0.7529369203386622,1.0,1.0,1.0
